,content,sentiment,raw,rate
5377,EMPUJ ROMP,[0 1],Descartable Una porqueria no sirve. No está bien calibrada así que no corta y por empujar un poco de más se rompió toda,negative
5378,BUEN POSICION VEZ CAMBI,[0 1],Bueno No se posiciona bien el la recamara tiene juego y cada vez que lo sacas y lo pones cambia el punto de impacto,negative
5379,MAL UTILIZ DEJ VACI DEFECT,[0 1],Muy malo Gotea y pierde o sea que no se puede utilizar y dejar para volver a utilizar porque la botella se vacia. No se si es un defecto o si es asi,negative
5380,REGUL LIND PROTEJ CELUL CALL ROMP PRIM,[1 0],Regular Es muy linda pero no proteje el celular. Se me calló y se me rompió. No alcance a pagar ni la primer cuota,positive
5381,EXCELENT CONFORM,[1 0],"Excelente producto Muy conforme con el producto, cumple 100%",positive
5382,MAL COMPR NECESITARI EXPLIQU FORM PROLIJ MIL MANER HORRIBL SIENT REGAL,[0 1],Muy malo Yo compre este postizo y necesitaria que me expliquen si hay alguna forma de que quede prolija. Lo intente de miles de maneras y queda horrible. Siento que regale la plata,negative
5383,EXCELENT BUEN RECOMEND,[1 0],Excelente Muy buen producto! recomendable,positive
5384,FIL D CORT TIJER CORT,[0 1],Sin filo tanto la d pulir como la de corte Malisimas las tijeras no cortan nada cero filo,negative
5385,ESPER BUEN VENDEDOR,[1 0],Buenisimo Todo perfecto tal cual lo esperado buen vendedor,positive
5386,PRECI ACEPT CALID MEDI ESTAN LIND FELIZ PER BLAND,[0 1],"Por el precio aceptables, la calidad media Están lindas, mí nena feliz. Pero son muy blandas",negative
5387,ENVI DOCEN TALL ENVI BUEN PER DA MAND SEGU COMPR,[0 1],"Malo me enviaron la docena en 1 solo talle y no enviaron las 12 colaless. El corpiño es bueno, pero no me da confianza volver a comprar y que manden cualquier cosa. Una pena hubiera seguido comprándoles.",negative
5388,OPIN PROTEG BIEN CALID MAL TIR COMPLET RAJ DED DESCOC LUG MIR ULTIM DED QUED PRECI VIAJ CORT ALQUIL USAD PAG MISM DESCART PAR,[0 1],"Malo Esperé a usarlos un par de días para opinar. Aunque de nuevos cubren viento, abrigan y protegen bien, la calidad es muy mala, los usé 6 días para ski y los tiré porque estaban por completo rajados entre los dedos y descocidos por cada lugar que uno mire.  Incluso los dos últimos días una parte de los dedos solía quedar al aire libre. Por el precio, sirve para comprarlos para un viaje corto y no alquilar uno usado por otra persona, terminas pagando casi los mismo, pero son descartables, un par de días y directo a la basura",negative
5389,BUEN BUEN SOL,[1 0],"Muy bueno Muy buen reloj , solo que se me desconfiguro el cronómetro",positive
5390,BUEN CUMPL EXPECT PROFESION,[1 0],Buen Producto Cumple con las expectativas para la profesión,positive
5391,MAL CALID HORRIBL PREND DESARM,[0 1],"Muy mala calidad Horrible calidad, le pones una prenda y se desarma la percha",negative
5392,CORT CUMPL DEJ TOD LEVANT,[0 1],"Malo Demasiado corto, no cumple la función, deja todo el cuello fedtapado porque se levanta",negative
5393,PUD APLICARVIN PART,[0 1],"nan No se pudo aplicar,vino partido",negative
5394,POBR ESPER REFORZ,[0 1],Pobre El producto de fue lo esperado de reforzado no tiene absolutamente nada!!!!!,negative
5395,GUST ESPERABAEL PLASTIC FRAGIL ENCASTR,[0 1],"No me gustó No es lo que esperaba,el plástico es muy frágil y la tapa no encastra bien",negative
5396,GAST COMPR,[0 1],"Malo rara vez funcionaron como debian, ni se gasten en comprarlos.",negative
5397,BUEN REUN REQUISIT QUER COMPR,[1 0],Muy bueno reúne los requisitos del elemento que quería comprar,positive
5398,EXCELENT PERFECT PROFESIONAL,[1 0],"Excelente Todo perfecto , el vendedor muy profesional",positive
5399,RECOM VERD COMPR PENS ERA BUEN CACHORR TIEN SAQU CORT CORRE VER FORM ABRIR VEC RECOM,[0 1],"No lo recomiendo La verdad que lo compre pensando que era bueno. Mi cachorro tiene tres meses y  ayer lo saque a pasear y se corto la correa en el lugar de enganche, intente abrirlo para ver si podía de alguna forma arreglarlo y no se puede abrir, por lo que no sirve más. Si lo use 5 ó 6 veces es mucho.     No lo recomiendo.",negative
5400,REGUL MAL ENGAÑ 5600MAH DIC TIEN CARG MAXIM AMPERI CARG PRIMER PORTATIL QUED AGOT TRA CARGADOR CARG PORTATIL TRAJ FUNCION REGUL UNIC LIND MENCION RECOM,[0 1],"Producto Regular.. Casi malo El producto es engañoso, no trae los 5600mah que dice, mi hermanita tiene un Samsung s3 míni y la batería es de 1500mah y solo la carga una vez  como máximo. Si esos amperios fueran reales le alcanzaria mínimo para dos cargas pero no, después de la primera el portátil queda agotado, ademas no trae un cargador para poder cargar el portátil y el cable usb que trajo no me funciona para nada. La verdad, muy regular el producto, lo único lindo es la estética, después en si, no te sirve de mucho por lo antes mencionado. No lo recomiendo.",negative
5401,TEN ORIGINAL TEN SOL CAP,[0 1],Mala calidad A tener en cuenta q el producto q compré no parece ser original. No tenía ni una sola capa de gel,negative
5402,BUEN ATENCION RESPUEST RAP ATENCION BUEN,[1 0],Muy buena atención. Respuesta rápida Atención buena y respuesta rápida,positive
5403,EXELENT BUEN PREFIER COMOD,[1 0],"EXELENTE MUY BUEN PRODUCTO. LO USA MI SUEGRA , Y ES EL QUE PREFIERE  POR SER COMODO.",positive
5404,EXCELENT BUEN ESPER SIENT BIEN PRESENTACION BUEN FUTUR VOLVER RECOMEND,[1 0],"Excelente!!! Realmente es muy bueno, justo lo que esperaba, se siente muy bien el sabor y la presentacion es muy buena. seguramente en el futuro volvere a comprar, altamente recomendable!!",positive
5405,BUEN EXCELENT CALID,[1 0],Muy bueno Excelente calidad................,positive
5406,ORIGINAL PRESENT REEMPLAZ BATERI DUR EMPEZ BATERI ORIGINAL PESIM,[0 1],No es original. Presenta fallas. Pensé que iba a mejorar la durabilidad reemplazando la batería.  Pero la bateria dura poco. Y empezo a apagarse de golpe y a marcar bateria en 0. Obviamente no es original. Pésimo producto.,negative
5407,EXCELENT BUEN CALID ATENCION RESPOND MOMENT PREPAR PED,[1 0],"Excelente producto y atención Muy buena calidad y atención, respondieron al momento y preparado mi pedido",positive
5408,BUEN LIND JUGUET MUCH ACCESORI,[1 0],"Muy bueno Muy lindo juguete, muchos accesorios",positive
5409,MAL ANDA CUAND QUIER,[0 1],Muy malo Por qué anda cuando quiere........,negative
5410,EXELENT BUEN EXELENT ATENCION,[1 0],Exelente Muy buenos .. exelente atencion,positive
5411,HERMOS MEJOR VOLVERI COMPR HERMOS CALID,[1 0],comprenlo. colores absolutamente hermosos. son mejor de lo que esperaba. volveria a comprarlos. hermoso producto y calidad.,positive
5412,BUEN CRE FRASC RENDIDOR,[1 0],"Muy bueno Tal como indica la publicación. Lo usaré en las pestañas, así que creo que ese frasco será muy rendidor.",positive
5413,BUEN PER CALID COMENZ HOMBR AXIL USAR MOCHIL DEB HIL MISM SUCED MISM MARC,[0 1],"Remera de baja calidad El diseño está muy bueno, pero al usarlo dos veces la calidad comenzó a deteriorarse en hombros y axilas. No se puede usar con una mochila debido a que el roce comienza a levantarse los hilos de la remera.  Lo mismo me sucedió en otra remera de la misma marca.",negative
5414,BUEN VENDEDOR ESPECTACUL MUCHACH MUCH DES CAMBI PRIM SEGUND PAR MISM,[0 1],"Mala calidad A la vista muy buen producto, el vendedor un espectáculo, ni una queja de los muchachos... Ahora la zapatilla da mucho q desear, me cambiaron el primer par por una falla de fabricación y al segundo par le pasó exactamente lo mismo... Malísima calidad!!!",negative
5415,EXCELENT BUEN BAT MEJOR,[1 0],Excelente Excelente sos muy buenas estas baterías lo mejor,positive
5416,MAL MAL ALUMBR PAREC,[0 1],Muy mala Muy malo no alumbra lo k parece ...malisimooo,negative
5417,EXCELENT RECOM,[1 0],excelente cumple con mis espectativas. la recomiendo al 100%,positive
5418,BIEN,[1 0],Todo muy bien! Todo muy bien!                         .,positive
5419,ORIGINAL BAJ GRAM SELL SIQU TIEN MUESTR FOT ORIGINAL,[0 1],Malisimo Malisimo el producto para mi no es original no baje ni 10 gramos y el producto no esta ni sellado ni siquiera tiene lo que muestra en las fotos para que sea original,negative
5420,MALISIM COMPR DIAS OXID DEC ERA,[0 1],"Malísimo Lo compré hace 15 días y ya se oxidó, de muy mala calidad el producto y eso que decía que era acero!",negative
5421,ILUMIN PAREJ BUEN CALID CALZ PERFECT PAREJ RECOMEND,[1 0],"Iluminación muy pareja a bajo costo La cacerola es de muy buena calidad, calza perfecto en una montura bowen y el reflejo interior es muy parejo. Super recomendable.",positive
5422,CONECT BLOQUE ANDUV MASN RECOM,[0 1],"Malo Malo me duro 2 meses desde que lo conecte se bloqueó y no anduvo más,,,no lo recomiendo para nada",negative
5423,MAL EMBALAJ VENI ABIERT TORNILL HERRAMIENT LLEG PROVEEDOR COMPROMETI TORNILL,[0 1],Malo El embalaje venia abierto y los tornillos y herramientas no llegaron nunca. El proveedor se comprometio a devolver el costo de los tornillos pero no paso nada,negative
5424,EXCELENT BELL,[1 0],"Excelente Muy bella la valija, el color es lo q esperaba",positive
5425,TRIST LLEG IMAG VEND QUER LLEG,[0 1],"Triste Me llegó otra faja anti-ronquidos, no la de la imagen con la cual se esta vendiendo. Yo compré el producto queriendo esa faja y no la que me llegó.",negative
5426,TOD TIEMP,[0 1],Malo Malo. Se sale la cadena todo el tiempo!!!,negative
5427,EXELENT BUEN COLOCACION GOMER FUI SOL MAN SAL,[1 0],"Exelente! Muy bueno y de facil colocacion , ni al gomero fui , solo con las manos y no se sale mas!! 100% recomendable",positive
5428,MAL NINGUN AROM PAREC LIQU LIMPIADOR,[0 1],Muy malo Malisimo pura agua no tiene ningun aroma y lo poco que tiene parece liquido limpiador,negative
5429,BIEN BUEN CALID,[0 1],Bien Buen trato. Aunque el producto pense q era de mas calidad.,negative
5430,BUEN PUNTUAL ENTREG PRIM QUIER AGRADEC BUEN NAD DEC PUNTUAL MUCH,[1 0],"Muy bueno el producto , y puntuales en la entrega En primer lugar quiero agradecer por el producto muy bueno nada que decir.    Y muy puntuales con el envío muchas gracias.",positive
5431,MAL ENVI,[0 1],Muy malo Publicidad engañosa. Compras una cosa y te envían otra,negative
5432,BUEN BUEN CALID TEN CAS COLG NECESARI ABRIR ENTRAB RUED,[1 0],"Muy buen producto. Producto de muy buena calidad.  A tener en cuenta, en mi caso para colgar una bici R29 fue necesario abrir un poco el gancho sino no entraba la rueda.",positive
5433,BUEN ESPER GUST RECOM,[1 0],Muy bueno Es lo que esperaba. Me gusto el producto. Lo recomiendo,positive
5434,EXCELENT PRUDUCT EXCELENT,[1 0],Excelentes Los pruductos de esta linea son excelentes,positive
5435,EXCELENT EXCELENT RAP IMPRESION REFIER ESCUCH DISTANCI MANEJ BUEN MARC EXCELENT RECOMEND,[1 0],"excelente es excelente , la nitidez del sonido, se copla rapido , y el alcance es impresionante, me refiero que estas escuchando a 6 o 7 metros de distancia y se puede manejar desde el telefono. muy buen producto , es JBL. se nota muchisimo con las otras marcas. excelente muy recomendable",positive
5436,NEGOCI VENDEDOR ELEG VUELV COMPR ENVI MARC IR SUCURSAL JUNT VENDEDOR TRAJ MODEL CORRECT QUED PERFECT INVIERT DEB IR SUCURSAL COMPR SISTEM,[0 1],"NEGOCIO SOLO PARA EL VENDEDOR El producto es de calidad por eso lo elegí. Lo que no vuelvo a hacer es comprar online en SPORT LINE. Me enviaron un producto erróneamente marcado y por eso debí ir a una sucursal. Ahí junto a la vendedora, que me trajo otras zapatillas, mismo modelo con el talle correcto, me quedaron perfectas. Invierten la carga de la responsabilidad debiendo el cliente tener que ir a una sucursal. Para eso no compro más por ese sistema.",negative
5437,EXCELENT BIEN,[1 0],Excelente todo muy bien. facil de colocar. Perfecto,positive
5438,EXELENT LIND VENDEDOR AGIL RECOMEND,[0 1],Exelente Muy lindo y vendedor muy agil y recomendable,negative
5439,IGUAL ORIGINAL PER VE VIDRI,[0 1],"1/2 pelo Es muy igual al original pero no se ve nada andando,vibra mucho el vidrio",negative
5440,MAL GIBR OSCUR TIEN HOLOGRAF,[0 1],"Muy malo El producto no es el de la foto, es un Gibre oscuro y no tiene nada de holográfico",negative
5441,EXCELENT EXCELENT AURICULAR DUR AÑOS COM FUNCION,[1 0],"Excelente producto Excelentes auriculares me duraron 12 años y me los comió mí gata, sino seguían funcionando",positive
5442,PRACTIC BUEN,[1 0],Practico Muy bueno Y cumplio las espectativas,positive
5443,DUR FUNCION DECEPCION,[0 1],"Mala calidad Me duró un mes, ya no funciona más. Una decepción el producto.",negative
5444,GENIAL BUEN CACELACION SON SUPERIOR VIST VERD SON BUEN,[1 0],"Genial Muy buen producto cacelacion de sonido superior nunca antes visto, de verdad, el sonido es muy bueno algo bajo para mi gusto",positive
5445,ESPER ANDA MUESTR VISUALIZ LUC LLEV ESPER IGUAL MUCH GRACI RECOM ESPECIF ARTICUL CRITIC CONSTRUCT,[0 1],"no es lo que esperaba el censor de movimiento no anda, no es lo que se muestra ya que se visualizan 2 luces y lleva a confusión, realmente no es lo que esperaba, igual muchas gracias, recomiendo... ser mas especifico al momento de postear un articulo. (es critica constructiva), la luz funcionaba pero el censor no.",negative
5446,ENVAS LENT VIN CORT SUPUEST USE GARRON VIAJ PAIS TRBAJ ARTIST NECESITAV CALIFIQU VENDEDOR HABR SAN,[0 1],"malisimos cuando los saque de su envase, un lente vino con un corte, por supuesto que no lo use, y un garron porque horas mas tarde viajaba a un pais en donde me presentaba por un trbajo artistico y lo necesitava. no califiquen al vendedor hasta habrirlo y serciorarse de que estan sanos",negative
5447,EXCELENT EXCELENT BUEN CALID RECOMEND,[1 0],"Excelente Excelente producto, muy buen calidad como siempre.   Muy conforme, altamente recomendable.",positive
5448,REGUL CALID OPTIM ENTIEND PRECI,[0 1],"Regular La calidad no es la más óptima., pero lo entiendo por el precio",negative
5449,MAL CARG VATI PROMET LASTIM CABL CAMBI ERA COMPATILB DIERON RECAMBI ERA CABL TERCER CALID ASI COMPR,[0 1],"Mal por el cable USB El taco del cargador está de 10. Carga a los 15 vatios prometidos. Lástima por el cable que tuve que cambiarlo. No era compatilbe con mi Samsung Galaxy A5. El que me dieron de recambio era un cable de tercera calidad, así que tuve que comprar otro aparte.",negative
5450,MAL RESULT ARRUIN PREND,[0 1],Muy malo No me resultó. Arruina la prenda,negative
5451,EXCELENT HERMOS LIND TRAJ TOD,[1 0],"Excelente Hermoso, muy lindo traje! Todo perfecto",positive
5452,BUEN VENDEDOR,[1 0],El 100% Super livianas plataformas y llamativas muy buen vendedor!!,positive
5453,LASTIM FUNCION BIEN BUEN MANER RAP SILENCI RECUPER MATERIAL BUEN METAL COMAND PAREC DURABL ESTAN DISEÑ TIEN GRAVISIM ERROR DISEÑ TRABAJ CHIC PALET DEJ GIR HEL TORN QUED IGUAL MAQUIN ENFRI BATE COST MUCH,[0 1],"Una lástima El compresor funciona muy bien, es bueno, enfría bien y de manera rápida, silencioso y entre usos se recupera rápidamente. Los materiales y la manufactura son buenos, la carcasa es metálica, los comandos parecen durables y están bien diseñados. Pero tiene un gravísimo error de diseño que la hace casi inservible. El motor que hace trabajar la paleta batidora es chico, y la paleta deja de girar apenas el helado se torna chirle. Queda igual que en las maquinas que trabajan enfriando la batea en el congelador, pero costando muchas veces más.",negative
5454,EXPECT CUMPL,[0 1],No cumple las expectativas No cumplió mis expectativas. La confección bastante desprolija.,negative
5455,EXCELENT LIND LLEG RAP,[1 0],Excelente Muy lindo producto. Mi nene... feliz. Llegó muy rápido,positive
5456,IGUAL LIND BUEN CALID VOLV,[1 0],"Igual que en la publicación, muy lindas Muy buena calidad. Las volvería a comprar!",positive
5457,DESPELUCH QUIER CAMBI,[0 1],Mala calidad Las lave y se despelucharon quiero un cambio,negative
5458,EXCELENT ERA ESPER CONCEPT,[1 0],"Excelente todo Todo de 10, era lo esperado en todos los conceptos",positive
5459,BUEN CALID,[1 0],Cumple con todo muy buena calidad! no junta mucha basura como muchas otras fundas,positive
5460,DESILUSION ESPER PRIM LAV DESPEG VARI LETR,[0 1],Desilusión No es lo esperado al primer lavado se despegaron varias letras,negative
5461,MAL MAND CORRE ELECTRON EXIST,[0 1],Muy malo Malísimo compré dos y uno vino roto y cuando pregunté q hacia para cambiarlo me mandaron unos correos electrónicos q ni existen!!!,negative
5462,MEJOR EXCELENT,[1 0],de lo mejor excelente !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
5463,DEJ FUNCION DIAS,[0 1],"Pesimo pesimos, me dejaron de funcionar en dos días.",negative
5464,EXCELENT EXCELENT ORIGINAL EMPAQU RECOMEND,[1 0],excelente producto excelente totalmente original y en su empaque muy recomendable,positive
5465,CAR CAR,[0 1],Muy caros y poca duración Muy caros con poco contenido. ..................................................................................hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,negative
5466,VA RAP MEJOR IBA RAP CONSEGU MARC MEJOR,[0 1],"El tinte se va muy rápido...hay mejores SE IBA EL TINTE MUY RAPIDO , CONSEGUÍ MARCAS MEJORES Y MAS DURADERAS",negative
5467,MAL COMPU TUV GAST HAC TIEMP RECL RECOM ABSOLUT,[0 1],Malisimo Muy mal. Una lastima compre esta compu y tuve que gastar en hacerla que funcione. Perdi mucho tiempo en reclamos.  No recomiendo en absoluto,negative
5468,ESPER PULSER SIRV FUNCION SOUNDMOOVZ APLIC BUEN GAST INUTIL,[0 1],"No es lo que esperaba Las pulseras sirven, lo que no funciona es la app Soundmoovz, favor antes de comprar ver que la aplicación sea buena sino es un gasto inútil.",negative
